Tiempo_min,Voltaje_V,Corriente_A,mAh_Consumidos
113.05,6.99,0.70,1447.01


113.07,6.98,0.67,1447.20


113.08,7.00,0.89,1447.45


113.10,6.99,0.75,1447.66


113.12,6.98,0.75,1447.87


113.13,6.99,0.81,1448.10


113.15,6.99,0.73,1448.31


113.17,6.98,0.65,1448.49


113.18,6.99,0.81,1448.72


113.20,6.98,0.83,1448.95


113.22,6.98,0.67,1449.14


113.23,6.97,0.60,1449.31


113.25,7.00,0.78,1449.53


113.27,6.99,0.81,1449.76


113.29,6.99,0.81,1449.99


113.30,6.98,0.81,1450.21


113.32,6.99,0.81,1450.44


113.34,6.98,0.78,1450.66


113.35,6.98,0.78,1450.88


113.37,6.99,0.75,1451.09


113.39,6.97,0.75,1451.31


113.40,7.00,0.78,1451.53


113.42,6.98,0.62,1451.70


113.44,6.98,0.81,1451.93


113.45,7.00,0.60,1452.10


113.47,7.00,0.65,1452.28


113.49,6.98,0.81,1452.51


113.51,6.98,0.91,1452.76


113.52,6.97,0.73,1452.97


113.54,6.97,0.78,1453.19


113.56,7.00,0.83,1453.43


113.57,6.98,0.89,1453.67


113.59,6.98,0.78,1453.89


113.61,6.98,0.78,1454.11


113.62,6.99,0.73,1454.32


113.64,7.00,0.86,1454.56


113.66,6.97,0.67,1454.75


113.67,6.99,0.70,1454.95


113.69,6.99,0.75,1455.16


113.71,6.99,0.83,1455.40


113.73,7.01,0.73,1455.60


113.74,7.00,0.65,1455.79


113.76,6.98,0.67,1455.98


113.78,6.98,0.78,1456.20


113.79,6.97,0.65,1456.38


113.81,6.98,0.78,1456.60


113.83,6.99,0.75,1456.81


113.84,7.00,0.81,1457.04


113.86,7.00,0.91,1457.30


113.88,6.98,0.65,1457.48


113.89,6.99,0.70,1457.68


113.91,6.99,0.70,1457.87


113.93,7.00,0.78,1458.09


113.95,6.97,0.65,1458.28


113.96,6.98,0.73,1458.48


113.98,6.99,0.60,1458.65


114.00,7.00,0.62,1458.83


114.01,6.96,0.78,1459.05


114.03,6.98,0.73,1459.25


114.05,6.98,0.75,1459.46


114.06,6.97,0.67,1459.65


114.08,6.97,0.67,1459.84


114.10,7.00,0.75,1460.06


114.11,6.99,0.78,1460.28


114.13,6.99,0.78,1460.50


114.15,6.99,0.73,1460.70


114.17,6.99,0.83,1460.94


114.18,6.97,0.67,1461.13


114.20,7.00,0.67,1461.32


114.22,6.97,0.65,1461.50


114.23,6.97,0.75,1461.71


114.25,6.98,0.65,1461.90


114.27,6.97,0.67,1462.09


114.28,7.00,0.54,1462.24


114.30,6.99,0.75,1462.45


114.32,6.98,0.91,1462.71


114.34,6.96,0.52,1462.85


114.35,6.98,0.75,1463.07


114.37,6.96,0.75,1463.28


114.39,6.99,0.73,1463.48


114.40,6.99,0.78,1463.70


114.42,6.97,0.75,1463.92


114.44,6.96,0.62,1464.09


114.45,6.97,0.83,1464.33


114.47,6.98,0.78,1464.55


114.49,6.96,0.78,1464.77


114.50,6.98,0.89,1465.02


114.52,6.97,0.70,1465.22


114.54,6.98,0.81,1465.44


114.56,6.98,0.78,1465.66


114.57,6.97,0.60,1465.83


114.59,6.96,0.67,1466.02


114.61,6.98,0.86,1466.26


114.62,6.96,0.67,1466.45


114.64,6.99,0.91,1466.71


114.66,6.96,0.81,1466.94


114.67,6.99,0.81,1467.17


114.69,7.00,0.89,1467.42


114.71,6.96,0.83,1467.65


114.72,7.00,0.65,1467.83


114.74,6.96,0.81,1468.06


114.76,6.96,0.73,1468.27


114.78,6.98,0.81,1468.49


114.79,6.97,0.70,1468.69


114.81,6.97,0.73,1468.90


114.83,6.97,0.65,1469.08


114.84,6.98,0.65,1469.26


114.86,6.97,0.62,1469.44


114.88,6.97,0.99,1469.72


114.89,6.97,0.89,1469.97


114.91,6.96,0.78,1470.19


114.93,6.99,0.65,1470.37


114.94,6.97,0.70,1470.57


114.96,6.97,0.75,1470.78


114.98,6.97,0.75,1470.99


115.00,6.96,0.73,1471.20


115.01,6.97,0.60,1471.37


115.03,6.98,0.78,1471.59


115.05,6.98,0.89,1471.84


115.06,6.98,0.75,1472.05


115.08,6.97,0.81,1472.28


115.10,6.99,0.91,1472.53


115.11,6.98,0.78,1472.75


115.13,6.98,0.65,1472.94


115.15,6.98,0.65,1473.12


115.16,6.98,0.73,1473.33


115.18,6.98,0.54,1473.48


115.20,6.96,0.73,1473.68


115.22,6.99,0.62,1473.86


115.23,6.99,0.81,1474.09


115.25,6.98,0.70,1474.28


115.27,6.98,0.57,1474.44


115.28,7.00,0.86,1474.69


115.30,6.98,0.83,1474.92


115.32,6.97,0.62,1475.10


115.33,6.98,0.75,1475.31


115.35,6.97,1.02,1475.60


115.37,6.98,0.81,1475.83


115.38,6.97,0.70,1476.02


115.40,6.98,0.75,1476.24


115.42,6.96,0.73,1476.44


115.44,6.98,0.78,1476.66


115.45,7.00,0.75,1476.87


115.47,6.98,0.73,1477.08


115.49,6.98,0.75,1477.29


115.50,6.98,0.73,1477.50


115.52,6.96,0.70,1477.69


115.54,6.99,0.81,1477.92


115.55,6.98,0.70,1478.12


115.57,6.98,0.73,1478.33


115.59,6.99,0.75,1478.54


115.60,6.97,0.83,1478.77


115.62,6.98,0.65,1478.96


115.64,6.98,0.73,1479.16


115.66,6.98,0.78,1479.38


115.67,6.98,0.67,1479.57


115.69,6.98,0.78,1479.79


115.71,6.97,0.73,1480.00


115.72,6.98,0.89,1480.25


115.74,6.98,0.67,1480.44


115.76,6.99,0.73,1480.64


115.77,6.98,0.70,1480.84


115.79,6.97,0.83,1481.07


115.81,6.99,0.67,1481.26


115.82,6.98,0.75,1481.48


115.84,6.97,0.70,1481.67


115.86,6.97,0.70,1481.87


115.88,6.98,0.75,1482.08


115.89,6.96,0.78,1482.30


115.91,6.97,0.67,1482.49


115.93,6.96,0.75,1482.71


115.94,6.99,0.78,1482.93


115.96,6.96,0.52,1483.07


115.98,6.97,0.52,1483.22


115.99,6.98,0.78,1483.44


116.01,6.99,0.81,1483.67


116.03,6.96,0.73,1483.87


116.04,6.97,0.91,1484.13


116.06,6.98,0.83,1484.36


116.08,7.00,0.52,1484.51


116.10,6.99,0.81,1484.74


116.11,6.96,0.94,1485.00


116.13,6.99,0.78,1485.22


116.15,6.98,0.67,1485.41


116.16,6.97,0.75,1485.62


116.18,6.98,0.83,1485.86


116.20,6.97,0.75,1486.07


116.21,6.97,0.60,1486.24


116.23,6.99,0.83,1486.47


116.25,6.99,0.83,1486.71


116.26,6.97,0.75,1486.92


116.28,6.99,0.89,1487.17


116.30,6.98,0.89,1487.42


116.32,6.97,0.75,1487.63


116.33,6.96,0.86,1487.88


116.35,6.97,0.70,1488.07


116.37,6.96,0.73,1488.28


116.38,6.96,0.70,1488.48


116.40,6.96,0.75,1488.69


116.42,6.98,0.89,1488.94


116.43,6.99,0.89,1489.19


116.45,6.98,0.70,1489.39


116.47,6.96,0.75,1489.60


116.48,6.95,0.78,1489.82


116.50,6.97,0.78,1490.04


116.52,6.96,0.67,1490.23


116.54,6.99,0.89,1490.48


116.55,6.96,0.62,1490.65


116.57,6.98,0.65,1490.84


116.59,6.99,0.81,1491.07


116.60,6.97,0.70,1491.26


116.62,6.98,0.75,1491.48


116.64,6.97,0.67,1491.67


116.65,6.98,0.75,1491.88


116.67,6.96,0.73,1492.08


116.69,6.96,0.70,1492.28


116.70,6.98,0.83,1492.52


116.72,6.98,0.73,1492.72


116.74,6.97,0.81,1492.95


116.76,6.96,0.83,1493.18


116.77,6.97,0.70,1493.38


116.79,6.97,0.67,1493.57


116.81,6.98,0.73,1493.78


116.82,6.96,0.89,1494.03


116.84,6.97,0.67,1494.22


116.86,6.99,0.78,1494.44


116.87,7.00,0.62,1494.61


116.89,6.95,0.65,1494.80


116.91,6.96,0.78,1495.02


116.92,6.98,0.75,1495.23


116.94,6.98,0.75,1495.44


116.96,7.00,0.75,1495.65


116.98,6.96,0.78,1495.87


116.99,6.98,0.89,1496.12


117.01,6.98,0.75,1496.34


117.03,6.97,0.89,1496.59


117.04,6.98,0.70,1496.78


117.06,6.98,0.89,1497.03


117.08,6.98,0.81,1497.26


117.09,6.98,0.83,1497.50


117.11,6.96,0.70,1497.69


117.13,6.96,0.70,1497.89


117.14,6.97,0.86,1498.13


117.16,6.98,0.73,1498.34


117.18,6.95,0.75,1498.55


117.20,6.99,0.75,1498.76


117.21,6.98,0.73,1498.97


117.23,6.95,0.62,1499.15


117.25,6.98,0.78,1499.36


117.26,6.96,0.62,1499.54


117.28,6.98,0.89,1499.79


117.30,6.98,0.91,1500.05


117.31,6.97,0.62,1500.22


117.33,6.96,0.73,1500.43


117.35,6.98,0.78,1500.65


117.36,6.96,0.70,1500.85


117.38,6.98,0.54,1501.00


117.40,6.96,0.83,1501.23


117.42,6.98,0.73,1501.44


117.43,6.96,0.60,1501.61


117.45,6.96,0.86,1501.85


117.47,6.96,0.81,1502.08


117.48,6.96,0.75,1502.29


117.50,6.97,0.75,1502.50


117.52,6.96,0.81,1502.73


117.53,6.96,0.67,1502.92


117.55,6.96,0.70,1503.12


117.57,6.96,0.81,1503.34


117.58,6.96,0.70,1503.54


117.60,6.96,0.81,1503.77


117.62,6.96,0.78,1503.99


117.64,6.95,0.73,1504.20


117.65,6.98,0.75,1504.41


117.67,6.96,0.78,1504.63


117.69,6.96,0.65,1504.81


117.70,6.96,0.70,1505.01


117.72,6.96,0.89,1505.26


117.74,6.96,0.75,1505.47


117.75,6.99,0.70,1505.67


117.77,6.97,0.75,1505.88


117.79,6.98,0.78,1506.10


117.80,6.95,0.81,1506.33


117.82,6.96,0.73,1506.53


117.84,6.97,0.78,1506.75


117.86,6.96,0.73,1506.96


117.87,6.97,0.83,1507.19


117.89,6.96,0.78,1507.41


117.91,6.96,0.62,1507.59


117.92,6.96,0.60,1507.76


117.94,6.96,0.75,1507.97


117.96,6.97,0.73,1508.18


117.97,6.96,0.67,1508.37


117.99,6.96,0.73,1508.57


118.01,6.96,0.83,1508.81


118.02,6.98,0.73,1509.01


118.04,6.95,0.75,1509.22


118.06,6.96,0.75,1509.44


118.08,6.95,0.86,1509.68


118.09,6.96,0.73,1509.88


118.11,6.97,0.78,1510.10


118.13,6.96,0.78,1510.32


118.14,6.96,0.75,1510.54


118.16,6.95,0.83,1510.77


118.18,6.98,0.81,1511.00


118.19,6.96,0.81,1511.23


118.21,6.97,0.86,1511.47


118.23,6.97,0.78,1511.69


118.24,6.96,0.86,1511.93


118.26,6.97,0.75,1512.14


118.28,6.97,0.75,1512.36


118.30,6.94,0.91,1512.61


118.31,6.97,0.60,1512.78


118.33,6.97,0.65,1512.96


118.35,6.96,0.67,1513.15


118.36,6.97,0.81,1513.38


118.38,6.95,0.78,1513.60


118.40,6.96,0.73,1513.81


118.41,6.99,0.91,1514.06


118.43,6.96,0.65,1514.25


118.45,6.97,0.75,1514.46


118.46,6.97,0.78,1514.68


118.48,6.96,0.54,1514.83


118.50,6.97,0.70,1515.03


118.52,6.97,0.81,1515.26


118.53,6.98,0.78,1515.48


118.55,6.96,0.75,1515.69


118.57,6.96,0.75,1515.90


118.58,6.97,0.75,1516.12


118.60,6.98,0.75,1516.33


118.62,6.97,0.78,1516.55


118.63,6.98,0.67,1516.74


118.65,6.96,0.83,1516.97


118.67,6.97,0.67,1517.16


118.68,6.96,0.67,1517.35


118.70,6.95,0.60,1517.52


118.72,6.96,0.83,1517.76


118.74,6.97,0.81,1517.98


118.75,6.96,0.86,1518.23


118.77,6.96,0.89,1518.48


118.79,6.96,0.83,1518.71


118.80,6.96,0.86,1518.95


118.82,6.98,0.91,1519.21


118.84,6.94,0.75,1519.42


118.85,6.98,0.81,1519.65


118.87,6.96,0.70,1519.85


118.89,6.95,0.81,1520.08


118.90,6.96,0.65,1520.26


118.92,6.97,0.75,1520.47


118.94,6.96,0.60,1520.64


118.96,6.95,0.78,1520.86


118.97,6.95,0.70,1521.06


118.99,6.98,0.83,1521.29


119.01,6.97,0.70,1521.49


119.02,6.96,0.57,1521.65


119.04,6.96,0.67,1521.84


119.06,6.96,0.89,1522.09


119.07,6.96,0.83,1522.33


119.09,6.95,0.75,1522.54


119.11,6.98,0.78,1522.76


119.12,6.96,0.86,1523.00


119.14,6.96,0.62,1523.18


119.16,6.98,0.94,1523.44


119.18,6.95,0.83,1523.68


119.19,6.95,0.86,1523.92


119.21,6.97,0.65,1524.10


119.23,6.95,0.86,1524.34


119.24,6.96,0.83,1524.58


119.26,6.98,1.02,1524.87


119.28,6.96,0.70,1525.06


119.29,6.96,0.89,1525.31


119.31,6.96,0.67,1525.50


119.33,6.97,0.78,1525.72


119.34,6.96,0.70,1525.92


119.36,6.96,0.78,1526.14


119.38,6.98,0.73,1526.35


119.40,6.95,0.65,1526.53


119.41,6.96,0.83,1526.76


119.43,6.96,0.57,1526.92


119.45,6.94,0.65,1527.11


119.46,6.97,0.75,1527.32


119.48,6.96,0.65,1527.50


119.50,6.94,0.70,1527.70


119.51,6.96,0.86,1527.94


119.53,6.95,0.81,1528.17


119.55,6.97,0.91,1528.43


119.56,6.96,0.65,1528.61


119.58,6.96,0.78,1528.83


119.60,6.98,0.73,1529.04


119.62,6.94,0.83,1529.27


119.63,6.96,0.75,1529.48


119.65,6.97,0.60,1529.65


119.67,6.97,0.81,1529.88


119.68,6.98,0.73,1530.08


119.70,6.94,0.75,1530.30


119.72,6.96,0.91,1530.55


119.73,6.97,0.60,1530.72


119.75,6.94,0.73,1530.93


119.77,6.95,0.75,1531.14


119.79,6.96,0.67,1531.33


119.80,6.96,0.67,1531.52


119.82,6.96,0.67,1531.71


119.84,6.94,0.73,1531.92


119.85,6.96,0.73,1532.12


119.87,6.96,0.73,1532.33


119.89,6.96,0.75,1532.54


119.90,6.98,0.75,1532.75


119.92,6.95,0.91,1533.01


119.94,6.96,0.81,1533.24


119.95,6.96,0.89,1533.49


119.97,6.94,0.83,1533.72


119.99,6.97,0.81,1533.95


120.01,6.97,0.75,1534.16


120.02,6.95,0.70,1534.36


120.04,6.96,0.70,1534.56


120.06,6.95,0.75,1534.77


120.07,6.97,0.75,1534.98


120.09,6.94,0.83,1535.22


120.11,6.95,0.54,1535.37


120.12,6.95,0.73,1535.57


120.14,6.96,0.81,1535.80


120.16,6.98,0.75,1536.02


120.17,6.95,0.78,1536.23


120.19,6.96,0.75,1536.45


120.21,6.94,0.73,1536.65


120.23,6.96,0.62,1536.83


120.24,6.96,0.75,1537.04


120.26,6.95,0.73,1537.25


120.28,6.94,0.78,1537.47


120.29,6.96,0.73,1537.67


120.31,6.96,0.89,1537.92


120.33,6.94,0.75,1538.13


120.34,6.95,0.62,1538.31


120.36,6.96,0.81,1538.54


120.38,6.96,0.81,1538.76


120.39,6.94,0.78,1538.98


120.41,6.95,0.65,1539.17


120.43,6.95,0.83,1539.40


120.45,6.96,0.60,1539.57


120.46,6.94,0.75,1539.78


120.48,6.94,0.67,1539.97


120.50,6.94,0.75,1540.19


120.51,6.95,0.81,1540.41


120.53,6.94,0.78,1540.63


120.55,6.94,0.65,1540.82


120.56,6.96,0.83,1541.05


120.58,6.97,0.89,1541.30


120.60,6.95,0.67,1541.49


120.61,6.96,0.78,1541.71


120.63,6.93,0.86,1541.95


120.65,6.94,0.70,1542.15


120.67,6.95,0.75,1542.36


120.68,6.95,0.83,1542.60


120.70,6.97,0.62,1542.77


120.72,6.96,0.60,1542.94


120.73,6.96,0.75,1543.15


120.75,6.95,0.86,1543.40


120.77,6.95,0.81,1543.62


120.78,6.96,0.75,1543.84


120.80,6.95,0.81,1544.06


120.82,6.96,0.78,1544.28


120.83,6.96,0.70,1544.48


120.85,6.94,0.75,1544.70


120.87,6.95,0.73,1544.90


120.89,6.95,0.67,1545.09


120.90,6.94,0.62,1545.27


120.92,6.96,0.78,1545.49


120.94,6.94,0.78,1545.71


120.95,6.96,0.81,1545.93


120.97,6.94,0.62,1546.11


120.99,6.96,0.86,1546.35


121.00,6.94,0.75,1546.56


121.02,6.95,0.73,1546.77


121.04,6.97,0.70,1546.97


121.05,6.96,0.75,1547.18


121.07,6.94,0.81,1547.41


121.09,6.96,0.78,1547.63


121.11,6.96,0.65,1547.81


121.12,6.94,0.62,1547.98


121.14,6.94,0.81,1548.21


121.16,6.94,0.70,1548.41


121.17,6.94,0.73,1548.62


121.19,6.93,0.75,1548.83


121.21,6.96,0.81,1549.06


121.22,6.94,0.65,1549.24


121.24,6.94,0.78,1549.46


121.26,6.95,0.73,1549.66


121.27,6.96,0.86,1549.91


121.29,6.95,0.83,1550.14


121.31,6.96,0.78,1550.36


121.33,6.94,0.75,1550.57


121.34,6.94,0.83,1550.81


121.36,6.94,0.62,1550.98


121.38,6.95,0.81,1551.21


121.39,6.95,0.89,1551.46


121.41,6.95,0.70,1551.66


121.43,6.93,0.86,1551.90


121.44,6.93,0.67,1552.09


121.46,6.93,0.70,1552.29


121.48,6.95,0.65,1552.47


121.49,6.94,0.94,1552.74


121.51,6.92,0.75,1552.95


121.53,6.94,0.96,1553.22


121.55,6.94,0.78,1553.44


121.56,6.94,0.86,1553.68


121.58,6.93,0.75,1553.90


121.60,6.95,0.94,1554.16


121.61,6.96,0.78,1554.38


121.63,6.95,0.75,1554.59


121.65,6.94,0.78,1554.81


121.66,6.93,0.86,1555.06


121.68,6.95,0.89,1555.31


121.70,6.94,0.81,1555.53


121.71,6.94,0.75,1555.75


121.73,6.95,0.78,1555.97


121.75,6.94,0.75,1556.18


121.77,6.95,0.83,1556.41


121.78,6.94,0.81,1556.64


121.80,6.94,0.91,1556.90


121.82,6.95,0.70,1557.10


121.83,6.95,0.75,1557.31


121.85,6.96,0.73,1557.51


121.87,6.95,0.65,1557.70


121.88,6.94,0.81,1557.92


121.90,6.94,0.70,1558.12


121.92,6.95,0.91,1558.38


121.93,6.95,0.83,1558.61


121.95,6.94,0.81,1558.84


121.97,6.94,0.73,1559.05


121.99,6.92,0.60,1559.21


122.00,6.94,0.65,1559.40


122.02,6.94,0.65,1559.58


122.04,6.94,0.70,1559.78


122.05,6.94,0.73,1559.98


122.07,6.95,0.89,1560.23


122.09,6.95,0.81,1560.46


122.10,6.96,0.78,1560.68


122.12,6.95,0.83,1560.92


122.14,6.94,0.83,1561.15


122.15,6.95,0.75,1561.36


122.17,6.94,0.70,1561.56


122.19,6.94,0.67,1561.75


122.21,6.94,0.86,1561.99


122.22,6.96,0.60,1562.16


122.24,6.95,0.86,1562.40


122.26,6.94,0.89,1562.65


122.27,6.93,0.86,1562.90


122.29,6.92,0.83,1563.13


122.31,6.94,0.75,1563.34


122.32,6.92,0.81,1563.57


122.34,6.94,0.96,1563.84


122.36,6.95,0.75,1564.06


122.37,6.94,0.75,1564.27


122.39,6.96,0.81,1564.50


122.41,6.94,0.70,1564.69


122.43,6.94,0.62,1564.87


122.44,6.93,0.75,1565.08


122.46,6.93,0.70,1565.28


122.48,6.93,0.65,1565.46


122.49,6.95,0.70,1565.66


122.51,6.93,0.75,1565.87


122.53,6.93,0.75,1566.09


122.54,6.93,0.86,1566.33


122.56,6.94,0.78,1566.55


122.58,6.94,0.81,1566.78


122.59,6.92,0.73,1566.98


122.61,6.94,0.83,1567.22


122.63,6.94,0.73,1567.42


122.65,6.94,0.86,1567.66


122.66,6.94,0.78,1567.88


122.68,6.96,0.81,1568.11


122.70,6.94,0.73,1568.32


122.71,6.94,0.75,1568.53


122.73,6.96,0.81,1568.76


122.75,6.94,0.60,1568.92


122.76,6.95,0.78,1569.14


122.78,6.94,0.75,1569.36


122.80,6.94,0.70,1569.55


122.81,6.95,0.91,1569.81


122.83,6.93,0.81,1570.04


122.85,6.91,0.75,1570.25


122.87,6.93,0.83,1570.49


122.88,6.96,0.86,1570.73


122.90,6.94,0.81,1570.96


122.92,6.94,0.89,1571.21


122.93,6.93,0.70,1571.40


122.95,6.94,0.75,1571.62


122.97,6.93,0.83,1571.85


122.98,6.93,0.81,1572.08


123.00,6.93,0.81,1572.31


123.02,6.94,0.65,1572.49


123.03,6.93,0.83,1572.72


123.05,6.94,0.70,1572.92


123.07,6.93,0.75,1573.13


123.09,6.95,0.86,1573.38


123.10,6.94,0.75,1573.59


123.12,6.93,0.78,1573.81


123.14,6.92,0.91,1574.07


123.15,6.93,0.89,1574.32


123.17,6.95,0.73,1574.52


123.19,6.94,0.75,1574.73


123.20,6.93,0.83,1574.97


123.22,6.94,0.83,1575.20


123.24,6.95,0.62,1575.38


123.25,6.94,0.78,1575.60


123.27,6.92,0.75,1575.81


123.29,6.92,0.70,1576.01


123.31,6.93,0.75,1576.22


123.32,6.93,0.75,1576.43


123.34,6.94,0.94,1576.70


123.36,6.96,0.67,1576.89


123.37,6.95,0.67,1577.08


123.39,6.94,0.75,1577.29


123.41,6.94,0.78,1577.51


123.42,6.96,0.89,1577.76


123.44,6.93,0.67,1577.95


123.46,6.93,0.81,1578.18


123.47,6.94,0.83,1578.42


123.49,6.93,0.65,1578.60


123.51,6.92,0.81,1578.83


123.53,6.95,0.83,1579.06


123.54,6.96,0.65,1579.24


123.56,6.93,0.73,1579.45


123.58,6.94,0.78,1579.67


123.59,6.94,0.67,1579.86


123.61,6.94,0.70,1580.06


123.63,6.92,0.75,1580.27


123.64,6.93,0.62,1580.44


123.66,6.94,0.83,1580.68


123.68,6.94,0.70,1580.88


123.69,6.94,0.94,1581.14


123.71,6.94,0.70,1581.34


123.73,6.95,0.67,1581.53


123.75,6.95,0.70,1581.73


123.76,6.92,0.75,1581.94


123.78,6.94,0.89,1582.19


123.80,6.93,0.94,1582.45


123.81,6.95,0.78,1582.67


123.83,6.92,0.83,1582.91


123.85,6.94,0.73,1583.12


123.86,6.95,0.81,1583.34


123.88,6.93,0.70,1583.54


123.90,6.93,0.78,1583.76


123.91,6.94,0.75,1583.97


123.93,6.94,0.75,1584.19


123.95,6.94,0.91,1584.44


123.97,6.91,0.70,1584.64


123.98,6.91,0.78,1584.86


124.00,6.95,0.73,1585.07


124.02,6.93,0.83,1585.30


124.03,6.95,0.67,1585.49


124.05,6.92,0.86,1585.73


124.07,6.94,0.67,1585.92


124.08,6.93,0.75,1586.14


124.10,6.94,0.75,1586.35


124.12,6.94,1.02,1586.64


124.13,6.94,0.89,1586.89


124.15,6.95,0.78,1587.11


124.17,6.94,0.78,1587.33


124.19,6.92,0.78,1587.55


124.20,6.94,0.73,1587.75


124.22,6.93,0.70,1587.95


124.24,6.94,0.83,1588.18


124.25,6.93,0.89,1588.43


124.27,6.94,0.83,1588.67


124.29,6.92,0.70,1588.87


124.30,6.93,0.73,1589.07


124.32,6.95,0.73,1589.28


124.34,6.93,0.83,1589.51


124.35,6.93,0.81,1589.74


124.37,6.94,0.83,1589.97


124.39,6.96,0.73,1590.18


124.41,6.93,0.73,1590.38


124.42,6.95,0.86,1590.63


124.44,6.94,0.62,1590.80


124.46,6.92,0.75,1591.01


124.47,6.93,0.83,1591.25


124.49,6.94,0.73,1591.45


124.51,6.92,0.62,1591.63


124.52,6.94,0.70,1591.83


124.54,6.92,0.67,1592.02


124.56,6.94,0.73,1592.22


124.57,6.93,0.73,1592.43


124.59,6.94,0.75,1592.64


124.61,6.92,0.67,1592.83


124.63,6.95,0.73,1593.04


124.64,6.94,0.89,1593.29


124.66,6.93,0.81,1593.51


124.68,6.94,0.86,1593.76


124.69,6.94,0.81,1593.98


124.71,6.94,0.83,1594.22


124.73,6.93,0.81,1594.45


124.74,6.93,0.81,1594.67


124.76,6.92,0.81,1594.90


124.78,6.94,0.86,1595.14


124.79,6.93,0.67,1595.33


124.81,6.91,0.83,1595.57


124.83,6.91,0.81,1595.80


124.85,6.93,0.65,1595.98


124.86,6.92,0.60,1596.15


124.88,6.92,0.60,1596.32


124.90,6.93,0.73,1596.52


124.91,6.92,0.78,1596.74


124.93,6.94,0.78,1596.96


124.95,6.94,0.83,1597.20


124.96,6.95,0.81,1597.42


124.98,6.94,0.73,1597.63


125.00,6.94,0.70,1597.83


125.01,6.94,0.70,1598.02


125.03,6.91,0.65,1598.21


125.05,6.95,0.67,1598.40


125.07,6.93,0.70,1598.59


125.08,6.93,0.60,1598.76


125.10,6.93,0.75,1598.97


125.12,6.92,0.75,1599.19


125.13,6.92,0.78,1599.41


125.15,6.92,0.73,1599.61


125.17,6.92,0.73,1599.82


125.18,6.92,0.89,1600.07


125.20,6.91,0.73,1600.27


125.22,6.91,0.65,1600.46


125.23,6.92,0.83,1600.69


125.25,6.92,0.83,1600.93


125.27,6.91,0.81,1601.15


125.29,6.90,0.67,1601.34


125.30,6.92,0.65,1601.53


125.32,6.96,0.83,1601.76


125.34,6.91,0.75,1601.97


125.35,6.95,0.73,1602.18


125.37,6.92,0.99,1602.46


125.39,6.94,1.02,1602.75


125.40,6.91,0.91,1603.00


125.42,6.91,0.78,1603.22


125.44,6.93,0.78,1603.44


125.45,6.93,0.75,1603.66


125.47,6.93,0.81,1603.88


